name,avg,var,count,color,rarity,legendary,x,y,freq
vivien's_grizzly,9.15030750307503,9.595857839021194,8130,G,common,0,-0.09184389495481225,-0.01843661810844463,24359
vivien_champion_of_the_wilds,1.061436672967864,0.06711400402371347,1058,G,rare,1,-0.08967364730154546,-0.020153441319338366,3228
vizier_of_the_scorpion,3.238332578160399,2.5267952260478617,2207,B,uncommon,0,0.05740260080525715,0.10158608746533698,6195
vraska's_finisher,5.383047707271885,5.517934018566999,4318,B,common,0,0.047287462333649354,0.10446128622903973,11689
vraska_swarm's_eminence,1.7616077616077617,0.5557817532869509,1443,Multi,uncommon,1,-0.03989190947907244,0.03620927576047997,4371
wall_of_runes,11.598337367147217,6.436267887025249,9503,U,common,0,0.03354673309375361,0.02232818070020015,30216
wanderer's_strike,5.290756568534347,6.370193128142198,6318,W,common,0,-0.0735637278342118,0.012329231768708515,17196
war_screecher,8.751751487111699,8.951723634209618,7565,W,common,0,-0.06569320967309664,0.009259363046160103,21772
wardscale_crocodile,7.5444162436548226,8.583898601698918,4728,G,common,0,-0.10438966529987771,-0.02629988061970121,13611
widespread_brutality,1.0109622411693058,0.013278124031030755,821,Multi,rare,0,0.10227299357843612,-0.03196088084611417,2598
