name,avg,var,count,color,rarity,legendary,x,y,freq
amaranthine_wall,9.437651962486974,9.295782746532272,2879,C,uncommon,0,-0.07195719041592079,-0.009322502308871841,9713
blackblade_reforged,1.769151138716356,0.7759013498278957,966,C,rare,1,-0.13226309376927936,0.006013756562834989,2407
bloodtallow_candle,8.381993234452251,6.677396287229794,3843,C,common,0,-0.1025303598351314,0.17948772714792507,14923
damping_sphere,10.42290909090909,10.012056991735538,2750,C,uncommon,0,0.1202216698042219,0.0485342930972692,8522
forebear's_blade,1.6411075612353567,0.670983224852306,939,C,rare,0,0.11132620411834689,-0.10604092021279726,2331
gilded_lotus,1.7797131147540983,0.7352851635984952,976,C,rare,0,0.17622734569131496,-0.005373965166013296,2312
guardians_of_koilos,9.4961100054279,7.261383456688385,5527,C,common,0,-0.21392165595752097,0.08182864937504936,19261
helm_of_the_host,2.1161048689138577,1.0277181612871553,1068,C,rare,1,-0.09427129407636048,-0.1324930148826977,2590
howling_golem,9.520723226703755,10.081003093076655,3595,C,uncommon,0,-0.0014523184475197183,0.12661185833795033,11308
icy_manipulator,2.1247877758913414,0.7577726629405541,1178,C,uncommon,0,-0.46453480706270106,-0.30055450001529727,3041
jhoira's_familiar,4.306718597857838,3.493070731913127,2054,C,uncommon,0,-0.4089692264908744,-0.2576905862958431,5868
jousting_lance,8.960473799407751,7.791279188414853,7767,C,common,0,-0.290662625579412,0.060923264638467256,26555
juggernaut,5.262217551234892,5.087836806060845,1903,C,uncommon,0,-0.15519445077573618,-0.07611228087249937,6252
mishra's_self-replicator,3.026315789473684,2.8110483699126356,988,C,rare,0,-0.2719756424537886,-0.21837967214408524,2540
mox_amber,2.5755725190839693,1.893143756191364,655,C,mythic,1,0.014862438870800822,-0.16520257129303656,1629
navigator's_compass,4.702898550724638,2.993670528169583,1794,C,common,0,-0.007315299953017259,-0.05869210641095779,6506
pardic_wanderer,8.417948001118255,6.728031238000617,3577,C,common,0,-0.1439776544805095,0.1249743494533137,13469
powerstone_shard,7.44756251124303,8.061965186549262,5559,C,common,0,0.030141268191676007,0.04253898527398985,18610
shield_of_the_realm,5.713304721030043,5.540123413582862,1165,C,uncommon,0,-0.23838481884647691,-0.09200342531538522,4043
short_sword,8.00641751604379,6.825175878530485,5298,C,common,0,-0.32113266220155773,-0.052687159547167794,19569
skittering_surveyor,5.33348134991119,4.237813279847557,4504,C,common,0,0.04805163453387507,-0.01137825143804551,15313
sorcerer's_wand,3.7335766423357666,2.735587937556609,822,C,uncommon,0,0.11033970579172228,-0.5632700891879796,2527
sparring_construct,7.9169247586081255,7.09457418289767,5489,C,common,0,-0.24646817050351005,0.1691722671075378,20075
thran_temporal_gateway,6.111565420560748,11.220613904598654,1712,C,rare,1,-0.054677819552365635,0.08412425043963881,5083
traxos_scourge_of_kroog,1.3527583527583527,0.3681800371777062,1287,C,rare,1,-0.4371348309060385,-0.2500108300703661,2800
urza's_tome,3.1869639794168094,1.2463480724589495,583,C,uncommon,0,-0.1439130991132251,-0.23067092062986042,1608
voltaic_servant,6.837865397688647,5.952298366654483,2942,C,common,0,-0.3740123808949884,-0.18248483025663687,10479
weatherlight,1.0,0.0,381,C,mythic,1,-0.3289375183940324,-0.18290259130996905,1084
cabal_stronghold,10.023529411764706,16.27831346917852,2295,B,rare,0,0.011408977858941759,0.29366946193985344,6082
clifftop_retreat,9.384109073812882,14.125614897364775,2127,Multi,rare,0,0.1415437221518162,-0.1975930249795241,4756
hinterland_harbor,9.6105216622458,13.853169577559042,2262,Multi,rare,0,0.279075328500578,0.04368073441743994,5559
isolated_chapel,8.466382575757576,15.04716532333276,2112,Multi,rare,0,-0.3806853667193401,0.4201408132260628,4756
memorial_to_folly,5.537142857142857,6.468048979591836,875,B,uncommon,0,-0.048355137263047826,0.5472217517617022,2634
memorial_to_genius,6.771272443403591,8.245107592441256,1281,U,uncommon,0,-0.2502798749843402,-0.5224438060880651,4035
